City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,hadibu,12.65,54.0333,24.93,62,43,3.67,YE,1731541987
275,arraial do cabo,-22.9661,-42.0278,21.83,86,100,9.09,BR,1731541988
276,dire,12.2833,-10.9667,24.5,48,95,1.14,ML,1731541989
277,sa'dah,16.9402,43.7639,13.05,29,9,1.93,YE,1731541990
278,baixo guandu,-19.5189,-41.0158,23.04,97,100,1.25,BR,1731541991
279,college,64.8569,-147.8028,-18.08,69,75,0.0,US,1731541992
280,katsuren-haebaru,26.3369,127.8719,27.01,86,75,3.09,JP,1731541993
281,abashiri,44.0213,144.2697,-0.84,80,20,3.09,JP,1731541994
282,hithadhoo,-0.6,73.0833,27.91,78,100,5.64,MV,1731541995
283,mejit,10.2753,170.8646,28.22,73,82,6.28,MH,1731541996
284,penukonda,14.0833,77.5833,21.55,91,99,2.1,IN,1731541998
285,uchiza,-8.4592,-76.4633,21.53,98,99,1.09,PE,1731541999
286,aykhal,66.0,111.5,-30.47,100,100,3.2,RU,1731542000
287,taoudenni,22.6783,-3.9836,24.33,17,33,2.14,ML,1731542001
288,salinopolis,-0.6136,-47.3561,26.81,80,1,6.59,BR,1731542002
289,usinsk,65.9939,57.5281,-6.31,96,100,7.18,RU,1731541966
290,lamu,-2.2717,40.902,26.57,81,18,3.74,KE,1731542004
291,bengkulu,-3.8004,102.2655,24.86,93,92,2.61,ID,1731542006
292,bathurst,-33.4166,149.5806,22.76,64,5,2.53,AU,1731542007
293,princeville,45.7668,-61.2985,1.4,71,40,8.23,CA,1731542008
294,atafu village,-8.5421,-172.5159,28.35,77,10,6.48,TK,1731542009
295,sisimiut,66.9395,-53.6735,-4.21,61,100,9.99,GL,1731542010
296,urazovo,50.0836,38.0395,1.1,72,100,1.09,RU,1731542011
297,codrington,-38.2667,141.9667,13.36,59,81,4.24,AU,1731542012
298,inhambane,-23.865,35.3833,23.1,85,98,5.86,MZ,1731542013
299,mpongwe,-13.5091,28.155,18.23,92,100,2.54,ZM,1731542015
300,queenstown,-31.8976,26.8753,10.79,83,100,2.97,ZA,1731542016
301,itaituba,-4.2761,-55.9836,24.53,93,100,0.98,BR,1731542017
302,laibin,23.7,109.2667,25.06,69,1,0.73,CN,1731542018
303,paoua,7.2427,16.4406,22.49,60,58,1.02,CF,1731542019
304,nogliki,51.8333,143.1667,-3.02,63,54,4.37,RU,1731542020
305,suriapet,17.15,79.6167,22.29,91,65,1.3,IN,1731542021
306,dazhou,31.2159,107.5009,16.18,94,96,0.35,CN,1731542023
307,punta del este,-34.9667,-54.95,16.6,71,0,0.51,UY,1731541945
308,minas de marcona,-15.2119,-75.1103,15.5,76,96,3.41,PE,1731542025
309,saint-pierre,-21.3393,55.4781,22.82,68,47,3.09,RE,1731542026
310,singaparna,-7.3515,108.111,24.81,81,99,0.07,ID,1731542027
311,tolanaro,-25.0319,46.9987,25.04,88,40,5.14,MG,1731542028
312,tralee,52.2704,-9.7026,8.61,96,86,1.33,IE,1731542029
313,sandnessjoen,66.0217,12.6316,5.61,71,100,15.02,NO,1731542030
314,hohhot,40.8106,111.6522,4.16,87,40,1.0,CN,1731542031
315,odacho-oda,35.1833,132.5,14.81,66,6,2.35,JP,1731542032
316,slavyanka,42.8633,131.3847,8.82,95,100,0.86,RU,1731542034
317,keflavik,64.0049,-22.5624,6.24,100,100,11.83,IS,1731542035
318,cambria,35.5641,-121.0808,17.25,63,31,2.68,US,1731542036
319,spring lake,35.1679,-78.9728,11.88,69,0,2.06,US,1731542037
320,ialibu,-6.2821,143.9935,20.86,68,47,1.44,PG,1731542038
321,mar del plata,-38.0023,-57.5575,18.3,75,0,5.81,AR,1731541908
322,toliara,-23.35,43.6667,22.54,87,23,4.94,MG,1731542040
323,ulsteinvik,62.3432,5.8487,9.86,79,86,2.24,NO,1731542044
324,lexington,37.9887,-84.4777,15.63,59,100,0.89,US,1731541805
325,oujda-angad,34.6805,-1.9076,13.35,94,40,0.51,MA,1731542046
326,whitby,54.4877,-0.615,11.6,91,100,2.24,GB,1731542047
327,gobabis,-22.45,18.9667,22.37,18,50,3.98,NA,1731542049
328,cabedelo,-6.9811,-34.8339,26.37,66,57,5.99,BR,1731542050
329,nha trang,12.25,109.1833,25.0,85,29,1.97,VN,1731542002
330,marathon,44.9,-89.7668,7.74,76,0,5.66,US,1731542053
331,magadan,59.5667,150.8,-15.12,72,50,4.43,RU,1731542054
332,gamay,12.3854,125.2979,26.67,85,100,2.47,PH,1731542055
333,baharly,38.4362,57.4316,5.84,59,86,4.44,TM,1731542056
334,hovd,48.0056,91.6419,-2.41,66,75,4.17,MN,1731542057
335,wisla,49.6563,18.8591,-1.76,83,87,0.95,PL,1731542058
336,tavricheskoye,54.5851,73.6395,-18.19,97,76,3.4,RU,1731542060
337,oytal,42.9057,73.2697,-2.94,87,87,0.62,KZ,1731542061
338,aristobulo del valle,-27.0963,-54.8963,16.62,55,0,1.74,AR,1731542062
339,mogadishu,2.0371,45.3438,26.87,80,37,2.49,SO,1731542063
340,sirpur,19.4833,79.6,18.19,69,31,2.58,IN,1731542064
341,burang,30.25,81.1667,-2.84,34,0,1.76,CN,1731542065
342,conduaga,8.862,117.4893,27.67,77,93,1.12,PH,1731542066
343,sirte,31.2089,16.5887,20.86,30,34,5.39,LY,1731542069
344,ierapetra,35.01,25.7353,17.86,69,100,0.93,GR,1731542070
345,zavolzhsk,57.4823,42.1378,0.68,89,100,4.29,RU,1731542071
346,christchurch,-43.5333,172.6333,17.17,83,40,6.17,NZ,1731541925
347,port saint john's,-31.6229,29.5448,17.12,82,100,2.95,ZA,1731542073
348,suva,-18.1416,178.4415,29.71,74,75,4.63,FJ,1731542074
349,bhadasar,28.2833,74.3167,21.18,28,0,3.86,IN,1731542075
350,tagta,41.6504,59.9164,-5.03,74,0,2.06,TM,1731542076
351,nadi,-17.8,177.4167,30.0,66,20,6.69,FJ,1731542077
352,petrolina,-9.3986,-40.5008,26.03,83,40,1.03,BR,1731541823
353,jinghong,21.991,100.7341,16.44,89,0,1.37,CN,1731542080
354,voss,60.623,6.4229,6.56,94,96,2.39,NO,1731542081
355,nizhniy kuranakh,58.8353,125.4869,-13.28,92,100,3.92,RU,1731542082
356,uturoa,-16.7333,-151.4333,25.81,76,57,8.21,PF,1731542083
357,wyndham,37.6985,-77.6125,6.7,75,0,0.0,US,1731542084
358,tevriz,57.509,72.4042,-20.19,100,69,1.03,RU,1731542085
359,puerto ayacucho,5.6639,-67.6236,26.89,79,91,2.69,VE,1731542036
360,maloye ganyushkino,46.6,49.2667,3.51,73,64,2.06,KZ,1731542087
361,hammerfest,70.6634,23.6821,3.25,81,75,15.95,NO,1731542088
362,chonchi,-42.6128,-73.8092,13.95,98,100,0.96,CL,1731542090
363,yamunanagar,30.1,77.2833,16.82,61,3,1.97,IN,1731542091
364,libona,8.3389,124.7353,25.5,75,95,0.35,PH,1731542092
365,xilin hot,43.9667,116.0333,2.0,78,9,2.32,CN,1731542093
366,xinyuan,37.3,99.0,-1.89,34,76,2.29,CN,1731542094
367,yerofey pavlovich,53.9667,121.9667,-11.61,96,99,0.75,RU,1731542095
368,san cristobal de las casas,16.75,-92.6333,13.13,94,67,2.29,MX,1731542096
369,corner brook,48.9667,-57.9484,-2.14,71,99,5.95,CA,1731542097
370,el calafate,-50.3408,-72.2768,9.66,53,6,3.6,AR,1731542099
371,sungai penuh,-2.0833,101.3833,19.29,99,100,0.67,ID,1731541873
372,fengzhou,24.9576,118.5337,23.93,74,99,1.53,CN,1731542101
373,i-n-salah,27.1935,2.4607,20.66,27,2,6.26,DZ,1731542102
374,aliveri,38.4167,24.0333,15.23,89,90,0.71,GR,1731542103
375,nova venecia,-18.7106,-40.4006,22.97,94,90,1.59,BR,1731542104
376,el nido,11.1858,119.3956,27.3,94,100,1.41,PH,1731542105
377,at taj,24.2049,23.2857,15.28,44,11,4.44,LY,1731542106
378,polyarnyy,69.1989,33.4478,2.33,80,38,10.51,RU,1731542108
379,brookings,44.3114,-96.7984,6.21,88,20,4.63,US,1731542109
380,saladas,-28.2538,-58.6259,20.47,48,2,2.79,AR,1731542110
381,hacienda huancane,-15.8222,-70.8856,4.89,49,100,6.17,PE,1731542111
382,cooper's town,26.8667,-77.5167,24.27,63,92,11.04,BS,1731542112
383,tan-tan,28.438,-11.1032,17.21,81,2,2.58,MA,1731542113
384,swakopmund,-22.6833,14.5333,15.55,84,4,1.34,NA,1731542114
385,lospalos,-8.5186,127.0025,27.74,64,99,2.93,TL,1731542115
386,nantucket,41.2835,-70.0995,6.19,56,20,10.8,US,1731542116
387,kirakira,-10.4544,161.9205,27.49,80,86,2.82,SB,1731542119
388,grand falls-windsor,48.9332,-55.6649,0.28,89,100,3.13,CA,1731542120
389,josenii bargaului,47.2167,24.6833,-2.99,95,31,1.53,RO,1731542121
390,freetown,8.484,-13.2299,25.84,94,75,1.54,SL,1731542122
391,salahonda,2.1019,-78.7217,25.04,75,41,5.05,CO,1731542123
392,thunder bay,48.4001,-89.3168,5.99,81,75,4.12,CA,1731542051
393,sweetwater,25.7634,-80.3731,26.12,73,75,8.94,US,1731541920
394,revda,56.801,59.9303,-4.12,91,98,5.33,RU,1731542126
395,dali,25.7,100.1833,8.56,85,0,1.22,CN,1731542127
396,arkhangel'sk,64.5401,40.5433,2.06,100,100,4.0,RU,1731542129
397,neiafu,-18.65,-173.9833,28.38,74,75,5.66,TO,1731542130
398,akkol',48.7833,53.2,-1.53,78,100,3.77,KZ,1731542131
399,norilsk,69.3535,88.2027,-24.46,99,99,0.81,RU,1731542132
400,jawad,24.6,74.85,19.58,45,0,1.52,IN,1731542133
401,menaka,15.9182,2.4022,27.01,21,5,4.49,ML,1731542135
402,tazacorte,28.629,-17.9293,18.54,59,0,2.06,ES,1731542136
403,bubaque,11.2833,-15.8333,28.89,58,100,5.89,GW,1731542137
404,guerrero negro,27.9769,-114.0611,20.4,46,0,5.5,MX,1731542139
405,cozumel,20.5083,-86.9458,26.08,91,92,4.08,MX,1731541976
406,san luis,-33.295,-66.3356,23.43,34,1,4.36,AR,1731542141
407,mabai,23.0128,104.4508,14.85,94,37,0.81,CN,1731542142
408,carutapera,-1.195,-46.02,26.09,79,12,4.2,BR,1731542143
409,muynoq,43.7683,59.0214,0.72,45,7,2.44,UZ,1731542144
410,heyuan,23.7333,114.6833,23.78,83,100,1.6,CN,1731542145
411,jiagedaqi,50.4167,124.1167,-9.12,88,94,1.37,CN,1731542146
412,hirara,24.8,125.2833,26.92,94,40,4.63,JP,1731542147
413,klyuchi,52.2667,79.1667,-8.08,89,100,7.07,RU,1731542148
414,crane,31.3974,-102.3501,17.27,20,0,4.21,US,1731542150
415,laihia,62.9761,22.0114,6.98,76,0,6.69,FI,1731542151
416,cidade velha,14.9167,-23.6167,24.26,78,75,5.66,CV,1731542152
417,ponta delgada,37.7333,-25.6667,18.44,72,75,4.12,PT,1731542153
418,lame,10.4415,9.2396,20.3,45,5,0.91,NG,1731542154
419,sangla hill,31.7167,73.3833,18.66,45,70,2.07,PK,1731542155
420,nagqu,31.5,92.0,-5.85,29,22,0.92,CN,1731542156
421,nabire,-3.3667,135.4833,28.92,70,99,1.58,ID,1731542157
422,rawson,-43.3002,-65.1023,23.16,33,0,3.6,AR,1731542158
423,ratnagiri,16.9833,73.3,25.67,65,100,2.41,IN,1731542159
424,simanggang,1.2472,111.4528,25.01,94,84,1.54,MY,1731542161
425,namtsy,62.7161,129.6658,-20.0,96,100,2.22,RU,1731542162
426,kendari,-3.945,122.4989,27.22,85,32,0.51,ID,1731542163
427,gorakhpur,29.45,75.6833,18.74,38,2,1.6,IN,1731542164
428,cukurca,37.2481,43.6136,6.68,63,60,2.48,TR,1731542002
429,fort mcmurray,56.7268,-111.381,-5.23,79,100,2.06,CA,1731542085
430,zouerate,22.7187,-12.4521,20.49,37,11,3.93,MR,1731542167
431,moose jaw,50.4001,-105.5344,5.14,45,89,2.57,CA,1731542168
432,souillac,-20.5167,57.5167,22.21,88,40,1.54,MU,1731542170
433,plesetsk,62.708,40.2916,2.89,96,100,4.82,RU,1731542171
434,nikolayevsk-on-amure,53.1406,140.73,-6.17,69,99,1.78,RU,1731542172
435,okhotsk,59.3833,143.3,-15.6,70,11,7.55,RU,1731542173
436,barcelos,41.5388,-8.6151,11.72,74,94,5.54,PT,1731542095
437,san antonio,29.4241,-98.4936,28.29,22,20,4.63,US,1731542023
438,ubinskoye,55.3068,79.6802,-10.92,94,99,4.74,RU,1731542176
439,wanning,18.8003,110.3967,24.11,84,6,0.74,CN,1731542178
440,portland,45.5234,-122.6762,12.19,87,100,4.63,US,1731541886
441,viedma,-40.8135,-62.9967,18.31,45,100,4.74,AR,1731542180
442,manta,-0.95,-80.7333,24.88,69,0,4.12,EC,1731542181
443,tsumeb,-19.2333,17.7167,23.36,51,93,2.38,NA,1731542182
444,cafayate,-26.073,-65.9761,21.25,48,60,4.44,AR,1731542183
445,callao,-12.0667,-77.15,21.51,68,0,4.63,PE,1731542184
446,valparaiso,-33.0393,-71.6273,15.13,82,20,3.09,CL,1731542185
447,lahad datu,5.0268,118.327,26.48,84,52,0.75,MY,1731542186
448,hassi messaoud,31.6804,6.0729,15.92,48,0,0.51,DZ,1731542187
449,trairi,-3.2778,-39.2689,25.85,78,25,4.57,BR,1731542183
450,timimoun,29.2639,0.231,19.21,52,0,2.06,DZ,1731542190
451,almenara,-16.1836,-40.6944,23.18,96,59,1.44,BR,1731542191
452,lazaro cardenas,17.9583,-102.2,27.16,77,55,2.91,MX,1731542186
453,santo antonio do amparo,-20.9464,-44.9189,17.45,90,100,1.37,BR,1731542193
454,dunedin,-45.8742,170.5036,16.56,80,100,1.79,NZ,1731541921
455,dingcheng,32.1272,115.0394,18.13,84,57,0.94,CN,1731542195
456,hun,29.1268,15.9477,18.5,28,21,3.54,LY,1731542196
457,shanwei,22.782,115.3475,24.02,83,100,8.94,CN,1731542197
458,kutum,14.2,24.6667,18.0,19,0,4.56,SD,1731542198
459,brisas de zicatela,15.8369,-97.0419,27.05,79,26,1.52,MX,1731542200
460,roshal',55.6685,39.8749,-2.5,95,71,2.52,RU,1731542201
461,saint-paul,-21.0096,55.2707,21.11,92,95,0.28,RE,1731542202
462,alotau,-10.3069,150.4462,27.56,83,100,1.44,PG,1731542203
463,bodaybo,57.8506,114.1933,-17.45,96,100,1.36,RU,1731542204
464,thief river falls,48.1191,-96.1812,5.96,89,100,2.57,US,1731542205
465,cotonou,6.3654,2.4183,28.99,84,40,6.17,BJ,1731542100
466,chadan,51.2833,91.5833,-11.63,69,98,0.7,RU,1731542208
467,chernyshevskiy,63.0128,112.4714,-19.18,94,99,2.97,RU,1731542209
468,eenhana,-17.4667,16.3333,23.64,55,99,1.24,NA,1731542210
469,gebeit,21.0667,36.3167,19.58,70,0,1.82,SD,1731542211
470,mitsamiouli,-11.3847,43.2844,26.71,78,25,3.57,KM,1731542212
471,huanan,46.2167,130.5167,2.03,57,100,1.41,CN,1731542213
472,bandon,51.7469,-8.7425,7.77,94,73,3.22,IE,1731542214
473,puerto deseado,-47.7503,-65.8938,10.49,67,41,5.14,AR,1731542217
474,preobrazheniye,42.9019,133.9064,7.1,72,77,2.69,RU,1731542218
475,pavilosta,56.8879,21.1859,8.32,75,100,8.51,LV,1731542219
476,bardai,11.65,7.2333,22.22,30,0,3.91,NG,1731542220
477,beaufort,5.3473,115.7455,26.13,88,70,0.8,MY,1731542221
478,varberg,57.1056,12.2508,8.29,91,72,4.49,SE,1731542223
479,siesta key,27.302,-82.5515,26.03,65,0,5.14,US,1731542224
480,ayame,5.6083,-3.1563,23.37,95,73,1.25,CI,1731542225
481,plastun,44.7561,136.2939,2.46,34,56,1.1,RU,1731542227
482,am timan,11.0297,20.2827,24.61,28,4,2.45,TD,1731542228
483,ar ruseris,11.8659,34.3869,27.32,37,69,1.96,SD,1731542229
484,kiama,-34.6833,150.8667,19.65,81,99,0.45,AU,1731542230
485,mandera,3.9366,41.867,26.99,65,100,2.73,KE,1731542231
486,sao vicente,-23.9631,-46.3919,19.99,26,100,2.73,BR,1731542232
487,dazuocun,24.8862,118.9643,22.66,85,100,5.91,CN,1731542233
488,senanga,-16.1167,23.2667,20.36,79,100,0.97,ZM,1731542234
489,port macquarie,-31.4333,152.9167,24.48,72,10,0.89,AU,1731542235
490,howard springs,-12.497,131.047,29.95,85,81,1.19,AU,1731542237
491,dryden,49.7833,-92.7503,2.16,93,100,1.54,CA,1731542238
492,quellon,-43.1167,-73.6167,11.83,97,100,2.52,CL,1731542239
493,akureyri,65.6835,-18.0878,7.96,61,20,11.83,IS,1731542240
494,greenville,35.6127,-77.3663,10.08,77,0,2.06,US,1731542006
495,mae sot,16.7167,98.5667,21.9,100,17,0.51,TH,1731542242
496,onguday,50.75,86.15,-7.96,72,100,1.17,RU,1731542243
497,burabay,53.0838,70.3138,-9.34,94,100,4.61,KZ,1731542244
498,orchomenos,38.4929,22.9796,12.73,95,100,0.45,GR,1731542245
499,sal rei,16.1833,-22.9167,25.53,66,59,7.21,CV,1731542247
500,bengbu,32.9408,117.3608,17.67,84,83,2.12,CN,1731542248
501,guatajiagua,13.6667,-88.2,22.52,96,88,0.62,SV,1731542249
502,al jawf,29.5,38.75,16.95,54,100,2.48,SA,1731542250
503,antigonish,45.6169,-61.9986,1.68,68,100,4.47,CA,1731542251
504,vrangel',42.7297,133.0839,7.0,78,85,2.24,RU,1731542253
505,padang,-0.9492,100.3543,24.03,90,100,1.75,ID,1731542254
506,pearsall,28.8922,-99.095,25.65,19,5,7.33,US,1731542255
507,hobyo,5.3505,48.5268,26.41,74,5,5.97,SO,1731542256
508,kenora,49.8167,-94.4337,2.54,100,100,2.06,CA,1731542227
509,wynyard,-41.0,145.7167,16.77,56,10,2.24,AU,1731542259
510,mansa,29.9833,75.3833,18.41,39,4,1.41,IN,1731542260
511,ceylanpinar,36.8472,40.05,14.57,42,36,2.51,TR,1731542261
512,anadarko,35.0726,-98.2437,14.91,60,0,4.06,US,1731542262
513,astrakhan,46.3497,48.0408,0.93,86,75,3.0,RU,1731542263
514,nicoya,10.1483,-85.452,22.57,97,100,0.52,CR,1731542264
515,piti village,13.4626,144.6933,29.49,85,20,4.12,GU,1731542265
516,monrovia,6.3005,-10.7969,25.98,83,83,1.79,LR,1731542266
517,bahir dar,11.5936,37.3908,15.58,84,25,1.33,ET,1731542268
518,conde,-7.2597,-34.9075,25.7,73,20,3.6,BR,1731542269
519,kalabo,-14.97,22.6814,20.82,82,84,3.17,ZM,1731542270
520,palembang,-2.9167,104.7458,25.05,94,40,1.54,ID,1731542271
521,el colomo,19.05,-104.25,25.45,82,69,2.26,MX,1731542272
522,sakit,27.45,78.8167,20.07,37,0,1.54,IN,1731542273
523,bingerville,5.3584,-3.8869,26.52,89,20,2.06,CI,1731542274
524,beas de segura,38.2524,-2.8888,10.27,91,100,2.57,ES,1731542275
525,srivardhan,18.0333,73.0167,24.89,61,87,3.51,IN,1731542276
526,campbellsville,37.3434,-85.3419,12.88,82,100,1.79,US,1731542277
527,flin flon,54.7682,-101.865,1.91,75,75,0.0,CA,1731542279
528,cabo san lucas,22.8909,-109.9124,27.64,60,5,0.89,MX,1731542280
529,head of westport,41.6209,-71.062,4.55,58,0,0.0,US,1731542281
530,undurkhaan,47.3194,110.6556,-1.33,52,33,1.96,MN,1731542283
531,sogel,52.85,7.5167,10.79,93,100,1.54,DE,1731542284
532,kapa'a,22.0752,-159.319,27.18,79,100,8.75,US,1731542285
533,kem',64.9555,34.5793,2.31,87,35,6.84,RU,1731542109
534,liwale,-9.7667,37.9333,23.51,82,35,1.95,TZ,1731542287
535,bom conselho,-9.1697,-36.6797,19.7,79,10,5.03,BR,1731542289
536,turpan,42.9333,89.1667,12.09,44,100,1.03,CN,1731542290
537,ubari,26.5921,12.7805,18.2,25,7,2.48,LY,1731542291
538,xai-xai,-25.0519,33.6442,22.13,77,74,7.75,MZ,1731542292
539,phan rang-thap cham,11.5667,108.9833,25.14,81,34,1.75,VN,1731542293
540,narvik,68.4384,17.4272,1.26,93,100,10.23,NO,1731542294
541,buala,-8.145,159.5921,29.44,69,72,2.0,SB,1731542295
542,tambura,5.6,27.4667,22.4,86,43,1.31,SS,1731542296
543,ixtapa,20.7,-105.2,27.9,76,52,1.79,MX,1731542212
544,itoman,26.1247,127.6694,27.27,86,75,4.12,JP,1731542298
545,turtas,58.9417,69.1325,-19.63,99,27,1.31,RU,1731542300
546,saki,8.6667,3.3833,24.71,44,0,0.54,NG,1731542301
547,la passe,45.5549,-0.8967,6.21,75,65,7.52,FR,1731542302
548,shasta lake,40.6804,-122.3708,10.4,90,100,0.45,US,1731542303
549,zayed city,24.3768,54.589,29.44,70,0,2.06,AE,1731542304
